ISO_2,ISO_3,country,year,corporate_rate,loss_carryback,loss_carryforward,machines_cost_recovery,buildings_cost_recovery,intangibles_cost_recovery,inventory,allowance_corporate_equity,patent_box,r_and_d_credit,digital_services_tax,corporate_alt_minimum,corporate_surtax,corporate_other_rev,top_income_rate,threshold_top_income_rate,tax_wedge,personal_surtax,personal_other_rev,capital_gains_rate,index_capital_gains,dividends_rate,vat_rate,vat_threshold,vat_base,property_tax,property_tax_collections,net_wealth,estate_or_inheritance_tax,transfer_tax,asset_tax,capital_duties,financial_transaction_tax,dividends_exemption,capital_gains_exemption,country_limitations,dividends_withholding_tax,interest_withholding_tax,royalties_withholding_tax,tax_treaties,cfc_rules,thin_capitalization_rules,property_tax_str,property_taxes_deductible_str,property_tax_collections_str,net_wealth_str,estate_or_inheritance_tax_str,transfer_tax_str,asset_tax_str,capital_duties_str,financial_transaction_tax_str
PL,POL,Poland,2015,0.19,0,2.5,0.7378887028,0.3384747328,0.8698652539,1,0,0,0,0,0,0,0,0.38751185,2.261463,1.041188099,0,0,0.19,0,0.19,23,77747.204225308,0.4262737307,0.5,0.8746327544,0,1,1,0,1,1,1,0,1,0.19,0.2,0.2,84,0.375,1,Tax on Real Property,Yes,0.9%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes
PT,PRT,Portugal,2015,0.295,0,8.4,0.8884112474,0.5479539106,0.7378887028,0.5,0,0,0.36,0,4,7,0.37,0.58785,16.224802,1.327801466,2.5,0,0.28,1,0.28,23,14317.549643698,0.4586475158,0.5,0.342436215,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,63,0.5,1,Tax on Real Property,Yes,0.4%,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No
SE,SWE,Sweden,2015,0.22,0,100,0.86,0.479318672,0.86,0,0,0,0.05,0,0,0,0,0.5686,1.508153,1.2415999621,0,-0.076,0.3,0,0.3,25,0,0.5488892589,0.5,0.3914771149,0,0,1,1,0,0,1,1,0,0.3,0,0,80,0.5,0.5,Tax on Real Property,Yes,0.3%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
SI,SVN,Slovenia,2015,0.17,0,50,0.8698652539,0.3914060129,0.7378887028,0.5,0,0,0.17,0,1,0,0.019,0.6105,5.307771,1.1978080459,0,0,0,1,0.25,22,74142.1047824595,0.6205260945,0,0.2316973104,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5,Tax on Real Property,No,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
SK,SVK,Slovak Republic,2015,0.22,0,4,0.873879108,0.6527281193,0.8698652539,0.5,0,0,-0.01,0,3,0,0.77,0.3505,3.768509,1.1185297527,0,0,0.22,0,0,20,86990.532950811,0.4693505717,0.5,0.2184893664,0,0,0,1,0,0,1,0,1,0,0.19,0.19,66,0,1,Tax on Real Property,Yes,0.3%,No,None,No,No,No,No
TR,TUR,Turkey,2015,0.2,0,5,0.8641491485,0.4310687365,0.6944143561,0.5,0,0,0.055,0,0,0,0,0.35041,3.998254,1.1668911499,0.759,0,0,1,0.175,18,0,0.4396662037,0.5,0.1014728971,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,80,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
US,USA,United States,2015,0.389975,2,20,0.938462733,0.3495831117,0.6327513389,1,0,0,0.055,0,1,0,0,0.486,8.220619,1.2498037781,0,0,0.2854,0,0.28535406,7.3,0,0.3523925137,0.5,1.5729303926,0,1,1,1,0,0,0,0,0,0.3,0.3,0.3,66,0.25,0.5,Tax on Real Property,Yes,1.6%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No
AT,AUT,Austria,2016,0.25,0,75,0.8134631952,0.3914060129,0.7378887028,1,0,0,0.12,0,2,0,0.909,0.5,13.539476,1.1052228426,0,0,0.275,0,0.275,20,36585.3658536585,0.5815480147,0,0.0914684145,0,0,1,1,0,0,1,1,0,0.275,0,0.2,86,0,0.5,Tax on Real Property,No,0.1%,No,None,Real Estate Transfer Tax,Bank Tax,No,No
AU,AUS,Australia,2016,0.3,0,100,0.8514849715,0.479318672,0.5479539106,0.5,0,0,0.1425,0,1,0,0,0.47,2.229938,1.4230274153,2,0,0.245,0,0.27121,10,50335.5704697987,0.4767834859,1,0.7211900886,0,0,1,0,0,0,1,1,0,0.3,0.1,0.3,44,0.25,0.5,Land Tax Levied by Individual States (a),No,0.8%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
BE,BEL,Belgium,2016,0.3399,0,100,0.8758973492,0.6224048788,1.0048652539,1,1,1,0.155,0,3,3,0.032,0.58435331,1.025977,1.2032736291,0,0,0,1,0.27,21,30487.8048780488,0.4697579312,0.5,0.5610858201,0,1,1,1,0,1,0.95,0.987878788,0,0.27,0.27,0.27,93,0,0.5,Tax on Real Property (b),Yes,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
CA,CAN,Canada,2016,0.267,3,20,0.9651162791,0.2421052632,0.5189655172,0.5,0,0,0.2125,0,1,0,1.065,0.495296,3.353659,1.2305451449,0,0,0.2475,0,0.39343524,10.6,24000,0.3690949191,0.5,1.5021846778,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,93,0.25,0.5,Tax on Real Property,Yes,1.5%,No,None,Real Estate Transfer Tax,Bank Tax in certain provinces,Yes,No
CH,CHE,Switzerland,2016,0.21148581,0,7,0.86,0.5548387097,0.9052631579,1,0,0,-0.01,0,0,0,4.485,0.4173622,3.475353,1.3339564446,0,0,0,1,0.21135,8,78125,0.6932401289,0.5,0.060198428,1,1,1,1,1,1,1,1,0,0.35,0.35,0,91,0,0.5,Tax on Real Property,Yes,0.1%,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes
CL,CHL,Chile,2016,0.24,100,100,0.6326116598,0.3384747328,0,0.5,0,0,0.305,0,0,0,4.521,0.4,10.035255,1.1553599681,0,0,0.4,0,0.21052632,19,0,0.6353172606,0.5,0.3857221422,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,25,0.5,0.5,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,No,Yearly fee on tax-adjusted equity,No,No
CO,COL,Colombia,2016,0.4,0,100,0.7378887028,0.5479539106,0.8698652539,0.5,0,0,0.38,0,5,9,0.872,0.33,11.369485,0,0,9.196,0.1,NA,0,16,0,0.422509424,0.5,0.4745059626,1,0,1,0,0,1,1,0,0,0.33,0.33,0.33,7,0,0.5,Tax on Real Property,Yes,0.5%,Net Wealth Tax ,None,Real Estate Registration Tax,No,No,Yes
CR,CRI,Costa Rica,2016,0.3,0,3,0.8224566907,0.6023536187,0,0.5,0,0,-0.02,0,3,0,2.657,0.23107123,2.159425,1.0549401471,0,28.742,0,NA,0.15,13,0,0.4420894156,0.5,0.1719283535,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,1,0,0,Tax on Real Property,Yes,0.2%,None,None,Real Estate Transfer Tax,No,Yes,Yes
CZ,CZE,Czech Republic,2016,0.19,0,5,0.873879108,0.5432228306,0.8413188479,0.5,0,0,0.18,0,0,0,0,0.15,3e-06,1.1291053535,0,0,0,1,0.15,21,75872.5341426404,0.5805154637,0.5,0.0908814429,0,1,1,0,0,0,1,1,1,0.15,0.15,0.15,86,0,0.5,Tax on Real Property,Yes,0.1%,No,Inheritances and gifts are subject to Income Tax,No,No,No,No
DE,DEU,Germany,2016,0.29818844,1,60,0.7378887028,0.3914060129,0.8698652539,1,0,0,-0.02,0,0,5.5,0,0.41975,5.529533,1.1037195159,5.5,0,0.26375,0,0.26375,19,22151.8987341772,0.5535458095,0.5,0.1968175069,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,94,0.25,1,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
DK,DNK,Denmark,2016,0.22,0,60,0.8269230769,0.479318672,0.8134064429,0,0,0,-0.01,0,0,0,5.544,0.47794,1.236698,1.2893732297,8,0,0.42,0,0.42,25,6666.6666666667,0.5654191854,0.5,0.7136519856,0,1,1,0,0,0,1,1,1,0.27,0.22,0.22,73,0.5,0.5,Tax on Real Property,Yes,0.7%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
EE,EST,Estonia,2016,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.2032,0.143966,1.0519937417,0,0,0.2,0,0,20,28571.4285714286,0.7016060855,1,0.1480800699,0,0,0,0,0,0,1,0,1,0,0,0.1,56,0,0,Land Tax,No,0.1%,No,None,No,No,No,No
ES,ESP,Spain,2016,0.25,0,60,0.778563039,0.3914060129,0.2789584488,0.5,0,1,0.305,0,1,0,0,0.45,2.445619,1.1265020518,0,0,0.23,0,0.23,21,0,0.4062239459,0.5,0.5432714868,1,1,1,0,1,0,1,1,1,0.19,0.19,0.19,92,0.25,1,Tax on Real Property,Yes,0.5%,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
FI,FIN,Finland,2016,0.2,0,10,0.8269230769,0.5189655172,0.7378887028,0,0,0,-0.005,0,0,0,0,0.57467517,2.255193,1.2699548389,0,0,0.34,0,0.289,24,10752.688172043,0.5461400111,0.5,0.3087480283,0,1,0,0,0,1,1,1,1,0.2,0,0.2,75,0.375,1,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes
FR,FRA,France,2016,0.34433333,1,50,0.8802756038,0.5479539106,0.8698652539,0.5,0,1,0.425,0,3,10.7,1.094,0.470365,14.77634,1.2346660681,8,0,0.3444675,0,0.44001,20,100243.902439024,0.4817094601,0.5,1.1547751404,1,1,1,1,1,1,0.95,0.88,1,0.3,0,0.3333,122,0.5,1,Tax on Real Property,Yes,1.1%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
GB,GBR,United Kingdom,2016,0.2,1,100,0.7588235294,0,0.8269230769,0,0,1,0.195,0,1,0,0,0.47,4.169222,1.391663946,0,0,0.28,0,0.381,20,118840.579710145,0.4395261201,0.5,1.7686274321,0,1,1,1,0,1,1,1,0,0,0.2,0.2,124,0.375,0,Tax on Real Property,Yes,1.7%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes
GR,GRC,Greece,2016,0.29,0,5,0.7378887028,0.479318672,0.7378887028,0.5,0,0,0.085,0,0,0,1.94,0.4,24.98473,1.3125087904,10,0,0.15,0,0.1,23,16393.4426229508,0.3768701119,0.5,0.8943875088,0,1,1,1,1,0,1,0,1,0.1,0.15,0.2,57,0.25,1,Tax on Real Property,Yes,1.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No
HU,HUN,Hungary,2016,0.19,0,2.5,0.8162003834,0.2789584488,0.7378887028,0.5,0,1,0.285,0,3,0,0.012,0.345,0,1,0,0.19,0.15,0,0.15,27,44822.9493500672,0.5578216233,0.5,0.2902423105,0,1,1,1,0,0,1,1,0,0,0,0,77,0.5,0.5,Tax on Real Property,Yes,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
IE,IRL,Ireland,2016,0.125,1,100,0.7870751652,0.479318672,0.646263719,0.5,0,1,0.26,0,1,0,0.008,0.44,1.601654,1.4787149529,8,0,0.33,0,0.51,23,88339.222614841,0.4828836511,0.5,0.5234972547,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,70,0,0,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes
IL,ISR,Israel,2016,0.25,0,100,0.8698652539,0.479318672,0.7870751652,0.5,0,0,0,0,0,0,2.116,0.5,5.80213,1.725439384,0,0,0.27,1,0.32,17,25517.0103092784,0.6263844937,0.5,1.1984490026,0,0,1,0,0,0,1,1,0,0.3,0.25,0.25,53,0.25,0,Tax on Sale of Real Property (c),Yes,1.1%,No,None,Real Estate Transfer Tax (e),No,No,No
IS,ISL,Iceland,2016,0.2,0,10,0.86,0.6023536187,0.8122693501,0.5,0,0,0.24,0,1,0,7.859,0.4624,1.363465,1.2594996022,0,9.484,0.2,0,0.2,24,7032.3488045007,0.4401843421,0,0.7895595287,0,1,0,1,0,0,1,1,0,0.18,0.1,0.2,39,0.5,0,Tax on Real Property,No,1.1%,No,Inheritance Tax,No,Bank Tax,No,No
IT,ITA,Italy,2016,0.3129275,0,80,0.760252585,0.4626575421,0.9651162791,1,1,1,0.04,0,1,0,5.393,0.458131,9.819967,1.2119445457,3,0,0.26,0,0.26,22,40000,0.3654948824,0,0.6404028168,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,96,0.5,1,Tax on Real Property,No,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
JP,JPN,Japan,2016,0.2997,0.5,5.4,0.8590286597,0.2789584488,0.7870751652,0.5,0,0,0.06,0,1,0,0.227,0.54065275,8.739852,1.1419821485,2.1,0,0.204,0,0.2032,8,94939.7132820659,0.99860454,0.5,0.8008959704,0,1,1,0,1,0,0.95,0,0,0.2042,0.2042,0.2042,62,0.5,0.5,Tax on Real Property,Yes,0.8%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No
KR,KOR,Korea,2016,0.242,0.5,8,0.9217205323,0.5479539106,0.7378887028,1,0,1,0.135,0,8,0,0,0.43224366,4.456371,1.2411617129,0,0,0,1,0.35398,10,26928.4712482468,0.6591155763,0,0.3215304341,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,85,0.375,0.5,Tax on Real Property,No,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
LT,LTU,Lithuania,2016,0.15,0,70,0.9052631579,0.8269230769,0.966194332,1,0,0,0.28,0,2,0,0,0.24,0.231005,1.0581364451,0,0,0.15,NA,0.15,21,100671,0.5068301213,0.5,0.2024751289,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,53,0.25,0.5,Tax on Real Property,Yes,0.2%,No,Inheritance Tax,No,No,No,No
LU,LUX,Luxembourg,2016,0.2922,0,100,0.8734173506,0.479318672,0.8698652539,1,0,1,-0.01,0,2,7,0.064,0.385,2.932785,1.345922196,7,0,0,1,0.2,17,27777.7777777778,1.1543455324,0.5,0.0490990184,0,1,1,1,0,0,1,1,0,0.15,0,0,74,0,0.5,Tax on Real Property,Yes,0.0%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax on Corporate Net Assets,No,No
LV,LVA,Latvia,2016,0.15,0,100,0.9052631579,0.6142857143,0.8698652539,0.5,0,0,0.28,0,0,0,0,0.23,0.104819,1.0389426757,0,0,0.15,0,0.1,21,98619.3293885602,0.5039281869,0.5,0.4084275726,0,0,1,0,0,0,1,1,1,0,0,0,58,0,0.5,Tax on Real Property,Yes,0.4%,No,None,Stamp Duty on Transfer of Real Property,No,No,No
MX,MEX,Mexico,2016,0.3,0,10,0.7378887028,0.5479539106,0.7378887028,1,0,0,-0.01,0,0,0,0.991,0.35,27.92276,1.2556728863,0,15.803,0.1,1,0.17142857,16,0,0.3211987568,0.5,0.1062314501,0,1,1,0,0,0,0,0,1,0.1,0.4,0.4,55,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Income Tax can apply,Real Estate Transfer Tax,No,No,No
NL,NLD,Netherlands,2016,0.25,1,9,0.8134631952,0.3384747328,0.8698652539,1,0,1,0.195,0,1,0,0.013,0.52732637,1.221825,1.3219354726,0,0,0.3,1,0.25,21,1620.4819277108,0.468596682,0.5,0.492242318,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0,0,Tax on Real Property,Yes,0.5%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
NO,NOR,Norway,2016,0.25,0,100,0.8090909091,0.3739130435,0.7378887028,0,0,0,0.2325,0,0,0,0,0.472,1.59951,1.2896916519,0,0,0.288,0,0.2875,25,5102.0408163265,0.5632374702,0.5,0.1532940568,1,0,1,0,0,0,0.97,0.97,1,0.25,0,0,87,0.375,1,Tax on Real Property,Yes,0.2%,Net Wealth Tax,None,Stamp Duty on Transfer of Real Property,No,No,No
NZ,NZL,New Zealand,2016,0.28,0,100,0.7319148936,0.3071428571,0.5479539106,0.5,0,0,-0.02,0,0,0,3.71,0.33,1.239841,1.5043148455,0,0,0,1,0.06944444,15,40816.3265306122,0.9613496679,1,1.2588217796,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,39,0.25,0.5,Land Value Tax (d),No,1.2%,No,None,No,No,No,No
PL,POL,Poland,2016,0.19,0,2.5,0.7378887028,0.3384747328,0.8698652539,1,0,0,0,0,0,0,0,0.38751185,2.181915,1.0396816682,0,0,0.19,0,0.19,23,83333.3333333333,0.4377031033,0.5,0.8862323961,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,84,0.375,1,Tax on Real Property,Yes,0.9%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes
PT,PRT,Portugal,2016,0.295,0,8.4,0.8884112474,0.5479539106,0.7378887028,0.5,0,0,0.35,0,3,7,0.523,0.58785,16.172343,1.2981902424,2.5,0,0.28,1,0.28,23,16949.1525423729,0.4850271656,0.5,0.3725968452,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,64,0.5,1,Tax on Real Property,Yes,0.4%,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No
SE,SWE,Sweden,2016,0.22,0,100,0.86,0.479318672,0.86,0,0,0,0.05,0,0,0,0,0.5699,1.519275,1.2412318828,0,-0.025,0.3,0,0.3,25,0,0.552864976,0.5,0.3829510538,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.5,0.5,Tax on Real Property,Yes,0.3%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
SI,SVN,Slovenia,2016,0.17,0,50,0.8698652539,0.3914060129,0.7378887028,0.5,0,0,0.17,0,1,0,0.015,0.6105,5.265523,1.1959251549,0,0,0,1,0.25,22,83333.3333333333,0.5825737066,0,0.2246184805,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5,Tax on Real Property,No,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
SK,SVK,Slovak Republic,2016,0.22,0,4,0.873879108,0.5479539106,0.8698652539,0.5,0,0,0.095,0,3,0,0.72,0.3505,3.682261,1.1155018823,0,0,0,0,0,20,99580,0.4923535899,0.5,0.2187788485,0,0,0,1,0,0,1,0,1,0,0.19,0.19,66,0,1,Tax on Real Property,Yes,0.3%,No,None,No,No,No,No
TR,TUR,Turkey,2016,0.2,0,5,0.8641491485,0.4310687365,0.6944143561,0.5,1,1,0.055,0,0,0,0,0.35041,3.862626,1.1608664436,0.759,0,0,1,0.175,18,0,0.3994399953,0.5,0.1138742752,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,81,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
US,USA,United States,2016,0.38923934,2,20,0.938462733,0.3495831117,0.6327513389,1,0,0,0.055,0,1,0,0,0.486,8.20792,1.2574882329,0,0,0.2852,0,0.2851581,7.3,0,0.357479035,0.5,1.5687752526,0,1,1,1,0,0,0,0,0,0.3,0.3,0.3,66,0.25,0.5,Tax on Real Property,Yes,1.6%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No
AT,AUT,Austria,2017,0.25,0,75,0.8134631952,0.3384747328,0.7378887028,1,0,0,0.15,0,2,0,0.872,0.55,24.310926,1.1325113858,0,0,0.275,0,0.275,20,36585.3658536585,0.5889517311,0,0.0911920736,0,0,1,1,0,0,1,1,0,0.275,0,0.2,86,0,0.5,Tax on Real Property,No,0.1%,No,None,Real Estate Transfer Tax,Bank Tax,No,No
AU,AUS,Australia,2017,0.3,0,100,0.8514849715,0.479318672,0.5479539106,0.5,0,0,0.1525,0,3,0,0,0.47,2.194088,1.4134143528,2,0,0.245,0,0.2428,10,50335.5704697987,0.4870374638,1,0.71695405,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,44,0.25,0.5,Land Tax Levied by Individual States (a),No,0.8%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
BE,BEL,Belgium,2017,0.3399,0,100,0.8758973492,0.6224048788,1.0048652539,1,1,1,0.155,0,3,3,0.028,0.60533822,1.046325,1.2291582749,0,0,0,1,0.3,21,30487.8048780488,0.4614746492,0.5,0.5607811301,0,1,1,1,0,1,0.95,0.987878788,0,0.3,0.3,0.3,93,0,0.5,Tax on Real Property (b),Yes,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
CA,CAN,Canada,2017,0.2665,3,20,0.9651162791,0.2421052632,0.5189655172,0.5,0,0,0.2125,0,1,0,1.017,0.535296,3.374233,1.2107969663,0,0,0.2675,0,0.39343524,12.4,24000,0.552792373,0.5,1.4713454794,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,93,0.25,0.5,Tax on Real Property,Yes,1.5%,No,None,Real Estate Transfer Tax,Bank Tax in certain provinces,Yes,No
CH,CHE,Switzerland,2017,0.21148581,0,7,0.86,0.5548387097,0.9052631579,1,0,0,-0.01,0,0,0,4.929,0.41729972,3.371824,1.3617072134,0,0,0,1,0.21135,8,78125,0.6811815305,0.5,0.0658775518,1,1,1,1,1,1,1,1,0,0.35,0.35,0,92,0,0.5,Tax on Real Property,Yes,0.1%,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes
CL,CHL,Chile,2017,0.255,0,100,0.6326116598,0.3384747328,0,0.5,0,0,0.305,0,1,0,5.538,0.4,9.754696,1.1501327034,0,0,0.35,0,0.13333333,19,0,0.6428386542,0.5,0.3884005252,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,26,0.5,0.5,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,No,Yearly fee on tax-adjusted equity,No,No
CO,COL,Colombia,2017,0.4,0,12,0.7378887028,0.5479539106,0.8698652539,0.5,0,0,0.395,0,3,6,1.274,0.33,11.492163,0,0,8.482,0.1,NA,0,19,0,0.4142497851,0.5,0.4685049921,1,0,1,0,0,1,1,0,0,0.4,0.33,0.33,9,0.25,0.5,Tax on Real Property,Yes,0.5%,Net Wealth Tax ,None,Real Estate Registration Tax,No,No,Yes
CR,CRI,Costa Rica,2017,0.3,0,3,0.8224566907,0.6023536187,0,0.5,0,0,-0.02,0,3,0,2.905,0.23107123,2.026157,1.0513751904,0,28.692,0,NA,0.15,13,0,0.4396359401,0.5,0.1827572674,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,2,0,0,Tax on Real Property,Yes,0.2%,None,None,Real Estate Transfer Tax,No,Yes,Yes
CZ,CZE,Czech Republic,2017,0.19,0,5,0.873879108,0.5432228306,0.8413188479,0.5,0,0,0.18,0,0,0,0,0.15,3e-06,1.1230041644,0,0,0,1,0.15,21,75872.5341426404,0.5828329508,0.5,0.0921559795,0,1,1,0,0,0,1,1,1,0.15,0.15,0.15,88,0,0.5,Tax on Real Property,Yes,0.1%,No,Inheritances and gifts are subject to Income Tax,No,No,No,No
DE,DEU,Germany,2017,0.29889263,1,60,0.7378887028,0.3914060129,0.8698652539,1,0,0,-0.02,0,0,5.5,0,0.41975,5.504366,1.101760592,5.5,0,0.26375,0,0.26375,19,22151.8987341772,0.5613919244,0.5,0.1999507665,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,95,0.25,1,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
DK,DNK,Denmark,2017,0.22,0,60,0.8269230769,0.479318672,0.8134064429,0,0,0,-0.01,0,0,0,2.468,0.47794,1.249225,1.2921074527,8,0,0.42,0,0.42,25,6666.6666666667,0.5672887505,0.5,0.7255907942,0,1,1,0,0,0,1,1,1,0.27,0.22,0.22,73,0.5,0.5,Tax on Real Property,Yes,0.7%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
EE,EST,Estonia,2017,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.2,0.147724,1.0534266479,0,0,0.2,0,0,20,28571.4285714286,0.7333848676,1,0.1394625903,0,0,0,0,0,0,1,1,1,0,0,0.1,56,0,0,Land Tax,No,0.1%,No,None,No,No,No,No
ES,ESP,Spain,2017,0.25,0,70,0.778563039,0.3914060129,0.7378887028,0.5,0,1,0.295,0,1,0,0,0.45,2.449093,1.126583416,0,0,0.23,0,0.23,21,0,0.4280723383,0.5,0.5491213749,1,1,1,0,1,0,1,1,1,0.19,0.19,0.19,92,0.25,1,Tax on Real Property,Yes,0.5%,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
FI,FIN,Finland,2017,0.2,0,10,0.8269230769,0.5189655172,0.7378887028,0,0,0,-0.005,0,0,0,0,0.58943686,1.803856,1.273540719,0,0,0.34,0,0.289,24,10752.688172043,0.535208566,0.5,0.3250235861,0,1,1,0,0,1,1,1,1,0.2,0,0.2,75,0.375,1,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes
FR,FRA,France,2017,0.44433333,1,50,0.8802756038,0.5479539106,0.8698652539,0.5,0,1,0.405,0,3,3.3,1.14,0.47062,14.830284,1.2318056395,8,0,0.3444675,0,0.44001,20,100243.902439024,0.4850727448,0.5,1.1871228259,1,1,1,1,1,1,0.95,0.88,1,0.3,0,0.3333,122,0.5,1,Tax on Real Property,Yes,1.1%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
GB,GBR,United Kingdom,2017,0.19,1,50,0.7588235294,0,0.8269230769,0,0,1,0.195,0,1,0,0,0.47,4.042911,1.3850492702,0,0,0.2,0,0.381,20,118840.579710145,0.4466080157,0.5,1.7763502921,0,1,1,1,0,1,1,1,0,0,0.2,0.2,126,0.375,1,Tax on Real Property,Yes,1.7%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes
GR,GRC,Greece,2017,0.29,0,5,0.7378887028,0.479318672,0.7378887028,0.5,0,0,0.085,0,0,0,0.978,0.45,11.59406,1.2630563994,10,0,0.15,0,0.15,24,16393.4426229508,0.3890702674,0.5,1.0148078944,0,1,1,1,1,0,1,0,1,0.15,0.15,0.2,57,0.25,1,Tax on Real Property,Yes,1.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No
HU,HUN,Hungary,2017,0.09,0,2.5,0.8162003834,0.2789584488,0.7378887028,0.5,0,1,0.285,1,1,0,0.068,0.335,0,1,0,0.186,0.15,0,0.15,27,44822.9493500672,0.5909826393,0.5,0.2945739943,0,1,1,1,0,0,1,1,0,0,0,0,80,0.5,0.5,Tax on Real Property,Yes,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
